date;AA;GE;IBM;MSFT
06/02/1995 0:00;7.37;5.6;15.62;2.99
07/02/1995 0:00;7.37;5.6;15.59;3.0
08/02/1995 0:00;7.19;5.6;15.59;3.04
09/02/1995 0:00;7.36;5.63;15.75;3.04
10/02/1995 0:00;7.39;5.62;15.75;3.05
13/02/1995 0:00;7.42;5.67;15.72;3.05
14/02/1995 0:00;7.45;5.67;15.88;3.04
15/02/1995 0:00;7.53;5.78;15.88;2.98
16/02/1995 0:00;7.65;5.83;15.85;2.99
17/02/1995 0:00;7.44;5.78;15.75;2.97
21/02/1995 0:00;7.61;5.8;15.59;2.93
22/02/1995 0:00;7.46;5.94;15.59;3.02
23/02/1995 0:00;7.57;5.97;15.59;3.03
24/02/1995 0:00;7.46;5.9;15.72;3.01
27/02/1995 0:00;7.28;5.78;15.54;3.03
28/02/1995 0:00;7.19;5.9;15.8;3.09
01/03/1995 0:00;7.0;5.88;15.83;3.11
02/03/1995 0:00;7.09;5.77;16.22;3.13
03/03/1995 0:00;7.23;5.75;16.77;3.13
06/03/1995 0:00;7.03;5.73;16.85;3.16
07/03/1995 0:00;6.86;5.71;16.74;3.21
08/03/1995 0:00;7.0;5.78;16.74;3.36
09/03/1995 0:00;6.93;5.78;16.93;3.33
10/03/1995 0:00;7.05;5.94;17.03;3.37
13/03/1995 0:00;7.03;5.93;17.22;3.39
14/03/1995 0:00;6.89;5.97;17.11;3.52
15/03/1995 0:00;7.03;5.83;17.16;3.46
16/03/1995 0:00;7.05;5.96;17.53;3.44
17/03/1995 0:00;6.93;5.89;17.35;3.44
20/03/1995 0:00;7.09;5.88;17.53;3.49
21/03/1995 0:00;6.98;5.9;17.27;3.46
22/03/1995 0:00;7.37;5.93;17.14;3.48
23/03/1995 0:00;7.37;5.92;17.5;3.57
24/03/1995 0:00;7.53;5.97;17.56;3.63
27/03/1995 0:00;7.44;5.93;17.85;3.59
28/03/1995 0:00;7.49;5.96;17.74;3.62
29/03/1995 0:00;7.44;5.97;17.43;3.55
30/03/1995 0:00;7.9;5.94;17.29;3.54
31/03/1995 0:00;7.65;5.86;17.24;3.49
03/04/1995 0:00;7.6;5.93;17.4;3.44
04/04/1995 0:00;7.69;5.96;17.43;3.43
05/04/1995 0:00;7.86;5.96;17.64;3.47
06/04/1995 0:00;7.72;6.0;17.61;3.44
07/04/1995 0:00;7.72;5.96;17.64;3.42
10/04/1995 0:00;7.88;5.97;18.06;3.48
11/04/1995 0:00;7.95;5.94;18.21;3.54
12/04/1995 0:00;7.86;5.94;18.29;3.52
13/04/1995 0:00;8.25;5.97;18.13;3.56
17/04/1995 0:00;8.02;5.85;18.45;3.8
18/04/1995 0:00;7.92;5.86;18.53;3.77
19/04/1995 0:00;8.09;5.94;18.29;3.74
20/04/1995 0:00;8.13;5.86;18.69;3.7
21/04/1995 0:00;8.25;5.97;19.24;3.68
24/04/1995 0:00;8.41;6.02;19.63;3.82
25/04/1995 0:00;8.32;6.05;19.66;3.93
26/04/1995 0:00;8.13;6.06;20.0;3.91
27/04/1995 0:00;8.02;6.12;20.34;3.86
28/04/1995 0:00;8.27;6.08;19.87;4.02
01/05/1995 0:00;8.2;6.12;19.34;4.03
02/05/1995 0:00;8.29;6.11;19.5;3.91
03/05/1995 0:00;8.45;6.15;19.79;3.97
04/05/1995 0:00;8.13;6.2;19.74;4.0
05/05/1995 0:00;7.71;6.23;19.6;3.93
08/05/1995 0:00;8.06;6.35;19.74;3.92
09/05/1995 0:00;7.96;6.36;19.71;3.92
10/05/1995 0:00;8.03;6.42;19.76;3.89
11/05/1995 0:00;8.24;6.34;19.84;4.0
12/05/1995 0:00;8.64;6.4;19.87;3.97
15/05/1995 0:00;8.8;6.25;20.0;3.99
16/05/1995 0:00;8.7;6.17;19.92;4.17
17/05/1995 0:00;8.61;6.24;19.97;4.22
18/05/1995 0:00;8.47;6.13;19.6;4.16
19/05/1995 0:00;8.7;6.13;19.66;4.19
22/05/1995 0:00;8.87;6.2;20.05;4.29
23/05/1995 0:00;9.01;6.25;20.47;4.35
24/05/1995 0:00;8.91;6.2;20.24;4.3
25/05/1995 0:00;8.68;6.13;20.37;4.38
26/05/1995 0:00;8.66;6.12;20.0;4.3
30/05/1995 0:00;8.64;6.15;19.5;4.08
31/05/1995 0:00;8.61;6.3;19.58;4.16
01/06/1995 0:00;8.57;6.3;19.84;4.13
02/06/1995 0:00;8.33;6.16;19.76;4.08
05/06/1995 0:00;8.54;6.28;19.21;4.16
06/06/1995 0:00;8.43;6.25;19.24;4.08
07/06/1995 0:00;8.43;6.23;18.92;4.13
08/06/1995 0:00;8.43;6.17;18.81;4.13
09/06/1995 0:00;8.29;6.04;18.76;4.17
12/06/1995 0:00;8.24;6.16;19.0;4.11
13/06/1995 0:00;8.2;6.24;19.32;4.12
14/06/1995 0:00;8.24;6.27;19.58;4.12
15/06/1995 0:00;8.27;6.27;19.58;4.17
16/06/1995 0:00;8.29;6.23;19.5;4.27
19/06/1995 0:00;8.57;6.28;19.74;4.41
20/06/1995 0:00;8.5;6.21;20.58;4.49
21/06/1995 0:00;8.66;6.2;20.45;4.44
22/06/1995 0:00;8.77;6.21;20.53;4.51
23/06/1995 0:00;8.77;6.2;20.76;4.48
26/06/1995 0:00;8.8;6.17;20.68;4.41
27/06/1995 0:00;8.77;6.16;20.08;4.27
28/06/1995 0:00;8.89;6.16;20.24;4.32
29/06/1995 0:00;8.98;6.08;20.42;4.39
30/06/1995 0:00;9.28;6.16;20.21;4.44
03/07/1995 0:00;9.45;6.24;20.55;4.47
05/07/1995 0:00;9.77;6.31;20.37;4.45
06/07/1995 0:00;10.09;6.45;20.81;4.56
07/07/1995 0:00;10.37;6.56;20.95;4.7
10/07/1995 0:00;10.09;6.53;21.18;4.86
11/07/1995 0:00;9.95;6.45;21.0;4.74
12/07/1995 0:00;10.35;6.47;21.39;4.91
13/07/1995 0:00;10.51;6.4;21.84;4.92
14/07/1995 0:00;10.6;6.36;21.87;5.09
17/07/1995 0:00;10.51;6.51;22.58;5.35
18/07/1995 0:00;10.35;6.45;22.53;5.0
19/07/1995 0:00;10.19;6.36;21.32;4.64
20/07/1995 0:00;10.16;6.49;21.92;4.72
21/07/1995 0:00;10.19;6.55;21.81;4.52
24/07/1995 0:00;10.02;6.52;22.63;4.6
25/07/1995 0:00;10.28;6.52;22.81;4.73
26/07/1995 0:00;10.23;6.48;22.95;4.72
27/07/1995 0:00;10.4;6.48;23.32;4.74
28/07/1995 0:00;10.53;6.42;23.29;4.55
31/07/1995 0:00;10.56;6.45;22.92;4.44
01/08/1995 0:00;10.37;6.41;23.08;4.4
02/08/1995 0:00;10.37;6.27;22.63;4.37
03/08/1995 0:00;10.6;6.27;22.95;4.48
04/08/1995 0:00;10.53;6.3;22.87;4.61
07/08/1995 0:00;10.72;6.42;22.92;4.6
08/08/1995 0:00;10.69;6.45;23.13;4.59
09/08/1995 0:00;10.55;6.41;23.18;4.74
10/08/1995 0:00;10.46;6.34;23.03;4.62
11/08/1995 0:00;10.55;6.31;23.05;4.74
14/08/1995 0:00;10.53;6.41;23.37;4.85
15/08/1995 0:00;10.37;6.41;23.63;4.83
16/08/1995 0:00;10.83;6.37;23.71;4.85
17/08/1995 0:00;10.95;6.3;23.97;4.87
18/08/1995 0:00;10.81;6.26;23.5;4.77
21/08/1995 0:00;10.9;6.29;22.53;4.64
22/08/1995 0:00;11.11;6.29;22.71;4.88
23/08/1995 0:00;10.97;6.26;22.5;4.81
24/08/1995 0:00;10.86;6.31;22.13;4.72
25/08/1995 0:00;10.92;6.38;21.92;4.64
28/08/1995 0:00;10.9;6.42;21.44;4.42
29/08/1995 0:00;11.06;6.44;21.6;4.51
30/08/1995 0:00;10.97;6.45;21.44;4.58
31/08/1995 0:00;10.62;6.44;21.81;4.54
01/09/1995 0:00;10.58;6.42;21.68;4.41
05/09/1995 0:00;10.67;6.42;21.34;4.67
06/09/1995 0:00;10.74;6.49;21.26;4.59
07/09/1995 0:00;10.74;6.47;20.97;4.65
08/09/1995 0:00;10.83;6.42;20.86;4.69
11/09/1995 0:00;11.11;6.44;20.34;4.79
12/09/1995 0:00;11.11;6.56;20.57;4.73
13/09/1995 0:00;10.9;6.63;19.97;4.72
14/09/1995 0:00;10.86;6.82;19.7;4.66
15/09/1995 0:00;10.51;6.98;19.47;4.59
18/09/1995 0:00;10.25;6.82;19.86;4.52
19/09/1995 0:00;10.04;6.78;20.42;4.58
20/09/1995 0:00;9.95;6.78;20.2;4.57
21/09/1995 0:00;10.04;6.79;19.91;4.45
22/09/1995 0:00;9.88;6.89;19.81;4.41
25/09/1995 0:00;9.65;7.04;19.57;4.43
26/09/1995 0:00;9.48;7.02;19.6;4.33
27/09/1995 0:00;9.69;6.99;19.91;4.35
28/09/1995 0:00;9.81;6.96;19.81;4.49
29/09/1995 0:00;9.83;7.01;19.94;4.44
02/10/1995 0:00;9.74;6.99;19.73;4.33
03/10/1995 0:00;9.39;6.95;20.02;4.36
04/10/1995 0:00;9.2;7.0;19.78;4.23
05/10/1995 0:00;9.6;6.93;19.94;4.3
06/10/1995 0:00;9.88;6.92;19.86;4.22
09/10/1995 0:00;9.81;6.92;19.41;4.08
10/10/1995 0:00;9.88;6.89;19.15;4.11
11/10/1995 0:00;9.79;6.84;19.52;4.25
12/10/1995 0:00;9.53;6.92;19.62;4.3
13/10/1995 0:00;9.6;6.93;19.52;4.24
16/10/1995 0:00;9.83;6.92;19.83;4.26
17/10/1995 0:00;9.62;7.04;20.44;4.48
18/10/1995 0:00;9.44;7.07;20.34;4.7
19/10/1995 0:00;9.51;7.18;20.73;4.75
20/10/1995 0:00;9.51;7.11;20.12;4.69
23/10/1995 0:00;9.0;6.99;20.89;4.73
24/10/1995 0:00;9.37;6.93;20.68;4.79
25/10/1995 0:00;9.23;6.93;20.28;4.71
26/10/1995 0:00;9.02;6.88;20.23;4.81
27/10/1995 0:00;9.16;6.85;20.36;4.91
30/10/1995 0:00;9.6;6.95;20.73;5.05
31/10/1995 0:00;9.48;6.96;20.52;4.91
01/11/1995 0:00;9.55;6.85;20.44;4.83
02/11/1995 0:00;9.62;6.99;21.02;4.91
03/11/1995 0:00;9.71;6.9;21.42;4.89
06/11/1995 0:00;9.71;6.92;21.21;4.78
07/11/1995 0:00;9.69;6.99;20.84;4.57
08/11/1995 0:00;9.78;7.14;20.68;4.68
09/11/1995 0:00;9.83;7.15;20.81;4.86
10/11/1995 0:00;10.11;7.22;20.6;4.76
13/11/1995 0:00;10.11;7.22;20.6;4.73
14/11/1995 0:00;9.92;7.21;20.18;4.62
15/11/1995 0:00;9.78;7.26;20.2;4.62
16/11/1995 0:00;9.81;7.44;20.23;4.41
17/11/1995 0:00;9.81;7.37;20.12;4.29
20/11/1995 0:00;9.78;7.32;19.67;4.22
21/11/1995 0:00;10.3;7.41;19.99;4.32
22/11/1995 0:00;10.79;7.29;20.15;4.29
24/11/1995 0:00;10.83;7.26;20.28;4.32
27/11/1995 0:00;10.86;7.19;20.28;4.29
28/11/1995 0:00;10.74;7.37;20.52;4.49
29/11/1995 0:00;10.9;7.44;20.55;4.41
30/11/1995 0:00;10.93;7.39;20.44;4.28
01/12/1995 0:00;10.72;7.55;20.04;4.24
04/12/1995 0:00;10.76;7.65;20.33;4.32
05/12/1995 0:00;10.88;7.69;20.26;4.22
06/12/1995 0:00;10.88;7.85;20.26;4.45
07/12/1995 0:00;10.62;7.8;20.04;4.44
08/12/1995 0:00;10.46;7.74;20.49;4.64
11/12/1995 0:00;10.27;7.79;20.36;4.57
12/12/1995 0:00;10.16;7.92;20.18;4.49
13/12/1995 0:00;10.2;7.92;19.99;4.51
14/12/1995 0:00;10.2;7.85;19.83;4.36
15/12/1995 0:00;10.2;7.96;19.09;4.34
18/12/1995 0:00;10.06;7.99;18.83;4.27
19/12/1995 0:00;10.55;7.92;19.43;4.46
20/12/1995 0:00;10.48;7.7;18.91;4.28
21/12/1995 0:00;9.97;7.76;19.22;4.42
22/12/1995 0:00;9.97;7.88;19.3;4.44
26/12/1995 0:00;9.62;7.94;19.41;4.43
27/12/1995 0:00;9.29;7.95;19.46;4.36
28/12/1995 0:00;9.43;7.88;19.06;4.29
29/12/1995 0:00;9.88;7.97;19.33;4.31
02/01/1996 0:00;10.16;8.14;19.22;4.41
03/01/1996 0:00;10.32;8.15;18.88;4.27
04/01/1996 0:00;10.41;8.06;18.38;4.29
05/01/1996 0:00;10.34;8.07;18.75;4.24
08/01/1996 0:00;9.78;8.13;18.85;4.24
09/01/1996 0:00;9.61;8.05;18.35;3.94
10/01/1996 0:00;9.43;7.79;18.46;4.05
11/01/1996 0:00;9.57;7.81;18.46;4.25
12/01/1996 0:00;9.53;7.78;18.27;4.21
15/01/1996 0:00;9.43;7.78;17.58;4.05
16/01/1996 0:00;9.41;7.85;18.4;4.24
17/01/1996 0:00;9.43;7.9;18.54;4.17
18/01/1996 0:00;9.6;8.03;20.36;4.3
19/01/1996 0:00;9.81;8.22;21.58;4.51
22/01/1996 0:00;9.76;8.2;21.63;4.52
23/01/1996 0:00;9.99;8.08;21.79;4.4
24/01/1996 0:00;9.95;8.17;22.64;4.48
25/01/1996 0:00;9.85;8.28;22.03;4.39
26/01/1996 0:00;9.88;8.36;22.16;4.44
29/01/1996 0:00;10.09;8.29;22.53;4.44
30/01/1996 0:00;10.51;8.36;22.98;4.46
31/01/1996 0:00;10.41;8.5;22.95;4.54
01/02/1996 0:00;10.29;8.53;23.06;4.62
02/02/1996 0:00;10.5;8.54;23.19;4.57
05/02/1996 0:00;10.38;8.65;23.75;4.77
06/02/1996 0:00;10.45;8.76;24.27;4.74
07/02/1996 0:00;10.64;8.68;23.88;4.76
08/02/1996 0:00;10.69;8.8;24.06;4.86
09/02/1996 0:00;10.57;8.79;24.06;4.92
12/02/1996 0:00;10.78;8.82;24.43;4.89
13/02/1996 0:00;10.64;8.83;24.09;4.89
14/02/1996 0:00;10.59;8.72;24.22;4.85
15/02/1996 0:00;10.48;8.64;24.94;4.84
16/02/1996 0:00;10.45;8.58;25.02;4.81
20/02/1996 0:00;10.17;8.53;25.25;4.8
21/02/1996 0:00;10.24;8.62;25.49;4.91
22/02/1996 0:00;10.55;8.82;26.31;5.03
23/02/1996 0:00;10.88;8.83;26.63;5.08
26/02/1996 0:00;10.48;8.69;26.47;4.94
27/02/1996 0:00;10.31;8.61;27.3;4.92
28/02/1996 0:00;10.24;8.43;27.0;4.92
29/02/1996 0:00;10.67;8.36;26.0;4.85
01/03/1996 0:00;10.74;8.51;25.04;4.69
04/03/1996 0:00;10.9;8.68;24.62;4.73
05/03/1996 0:00;10.88;8.72;25.23;4.82
06/03/1996 0:00;10.95;8.68;24.8;4.76
07/03/1996 0:00;11.02;8.68;24.83;4.78
08/03/1996 0:00;10.9;8.33;24.22;4.67
11/03/1996 0:00;11.53;8.52;24.86;4.74
12/03/1996 0:00;11.51;8.36;24.22;4.7
13/03/1996 0:00;11.56;8.31;24.57;4.95
14/03/1996 0:00;11.53;8.37;24.78;4.89
15/03/1996 0:00;11.44;8.44;25.41;5.03
18/03/1996 0:00;11.93;8.68;26.42;5.17
19/03/1996 0:00;11.88;8.59;25.81;5.25
20/03/1996 0:00;11.6;8.61;24.8;5.14
21/03/1996 0:00;11.77;8.62;24.35;4.95
22/03/1996 0:00;11.7;8.73;24.22;4.97
25/03/1996 0:00;11.77;8.8;23.06;4.91
26/03/1996 0:00;11.91;8.8;23.48;5.05
27/03/1996 0:00;11.79;8.79;23.59;5.03
28/03/1996 0:00;12.07;8.72;23.27;5.02
29/03/1996 0:00;11.74;8.68;23.59;5.06
01/04/1996 0:00;11.56;8.84;23.4;5.05
02/04/1996 0:00;11.53;8.86;24.94;5.14
03/04/1996 0:00;11.32;8.94;25.39;5.13
04/04/1996 0:00;11.63;8.95;24.96;5.13
08/04/1996 0:00;11.86;8.87;25.31;5.1
09/04/1996 0:00;12.07;8.73;24.99;4.99
10/04/1996 0:00;12.26;8.54;24.59;4.99
11/04/1996 0:00;12.19;8.42;24.91;4.97
12/04/1996 0:00;12.24;8.56;23.64;4.97
15/04/1996 0:00;12.19;8.72;24.19;5.08
16/04/1996 0:00;12.12;8.66;24.49;5.17
17/04/1996 0:00;12.02;8.72;22.31;5.2
18/04/1996 0:00;12.09;8.83;22.37;5.35
19/04/1996 0:00;11.91;8.81;22.34;5.39
22/04/1996 0:00;11.84;8.86;22.74;5.54
23/04/1996 0:00;11.81;8.84;22.68;5.53
24/04/1996 0:00;11.72;8.8;22.63;5.48
25/04/1996 0:00;11.67;8.69;22.95;5.54
26/04/1996 0:00;11.74;8.68;22.84;5.57
29/04/1996 0:00;11.84;8.65;23.03;5.53
30/04/1996 0:00;11.7;8.61;22.84;5.56
01/05/1996 0:00;11.67;8.68;22.87;5.65
02/05/1996 0:00;11.57;8.63;22.87;5.48
03/05/1996 0:00;11.81;8.58;22.92;5.45
06/05/1996 0:00;12.42;8.5;22.68;5.49
07/05/1996 0:00;12.23;8.4;22.45;5.56
08/05/1996 0:00;12.23;8.47;22.52;5.61
09/05/1996 0:00;12.16;8.58;22.76;5.57
10/05/1996 0:00;12.4;8.66;22.63;5.64
13/05/1996 0:00;12.47;8.75;22.89;5.83
14/05/1996 0:00;12.37;8.79;23.1;5.84
15/05/1996 0:00;12.4;8.77;23.19;5.78
16/05/1996 0:00;12.33;8.9;23.1;5.75
17/05/1996 0:00;12.26;9.05;23.58;5.75
20/05/1996 0:00;11.9;9.4;23.85;5.73
21/05/1996 0:00;11.98;9.27;23.61;5.65
22/05/1996 0:00;11.83;9.46;23.48;5.74
23/05/1996 0:00;11.76;9.43;23.24;5.82
24/05/1996 0:00;11.81;9.47;23.13;5.82
28/05/1996 0:00;11.57;9.22;23.03;5.76
29/05/1996 0:00;11.65;9.16;22.73;5.75
30/05/1996 0:00;11.79;9.27;22.81;5.81
31/05/1996 0:00;11.6;9.22;22.71;5.83
03/06/1996 0:00;11.62;9.23;22.41;5.81
04/06/1996 0:00;11.5;9.34;22.52;5.79
05/06/1996 0:00;11.22;9.4;22.31;5.94
06/06/1996 0:00;10.89;9.61;21.54;5.88
07/06/1996 0:00;11.22;9.57;21.64;5.96
10/06/1996 0:00;11.22;9.58;21.83;5.92
11/06/1996 0:00;11.27;9.43;21.93;6.0
12/06/1996 0:00;11.22;9.5;21.91;6.14
13/06/1996 0:00;11.18;9.55;21.96;6.12
14/06/1996 0:00;11.03;9.55;21.62;6.04
17/06/1996 0:00;11.06;9.61;21.8;6.12
18/06/1996 0:00;11.22;9.54;21.54;6.01
19/06/1996 0:00;11.18;9.54;21.72;5.98
20/06/1996 0:00;11.1;9.54;21.43;5.98
21/06/1996 0:00;11.13;9.69;20.98;6.08
24/06/1996 0:00;10.94;9.73;21.19;6.1
25/06/1996 0:00;10.82;9.78;21.22;5.99
26/06/1996 0:00;10.87;9.68;20.98;5.92
27/06/1996 0:00;10.87;9.75;21.03;5.89
28/06/1996 0:00;10.8;9.66;21.06;5.9
01/07/1996 0:00;10.92;9.77;21.59;6.01
02/07/1996 0:00;10.87;9.8;21.27;5.97
03/07/1996 0:00;10.7;9.77;20.95;5.95
05/07/1996 0:00;10.54;9.59;20.82;5.81
08/07/1996 0:00;10.54;9.39;20.92;5.91
09/07/1996 0:00;10.68;9.48;21.06;5.89
10/07/1996 0:00;10.94;9.56;21.03;5.87
11/07/1996 0:00;10.68;9.39;20.42;5.62
12/07/1996 0:00;10.85;9.41;20.27;5.52
15/07/1996 0:00;10.49;9.11;19.33;5.43
16/07/1996 0:00;10.44;9.06;20.37;5.67
17/07/1996 0:00;10.59;9.27;20.02;5.75
18/07/1996 0:00;10.63;9.39;20.05;5.89
19/07/1996 0:00;10.61;9.2;19.94;5.94
22/07/1996 0:00;10.52;9.06;19.68;5.88
23/07/1996 0:00;10.49;8.89;19.2;5.51
24/07/1996 0:00;10.54;8.95;19.52;5.64
25/07/1996 0:00;10.63;9.03;22.04;5.82
26/07/1996 0:00;10.77;9.11;22.09;5.85
29/07/1996 0:00;10.87;8.96;22.28;5.74
30/07/1996 0:00;10.92;8.97;22.84;5.83
31/07/1996 0:00;10.96;9.21;22.87;5.79
01/08/1996 0:00;11.29;9.34;22.81;5.92
02/08/1996 0:00;11.48;9.65;23.16;6.06
05/08/1996 0:00;11.45;9.62;23.24;5.98
06/08/1996 0:00;11.5;9.69;23.32;6.09
07/08/1996 0:00;11.43;9.6;24.03;6.13
08/08/1996 0:00;11.43;9.51;24.22;6.15
09/08/1996 0:00;11.48;9.38;23.98;6.11
12/08/1996 0:00;11.43;9.52;23.93;6.15
13/08/1996 0:00;11.41;9.52;23.34;6.07
14/08/1996 0:00;11.67;9.56;23.74;6.13
15/08/1996 0:00;11.52;9.49;23.66;6.15
16/08/1996 0:00;11.64;9.51;23.47;6.1
19/08/1996 0:00;11.67;9.52;23.47;6.07
20/08/1996 0:00;11.93;9.52;23.58;6.06
21/08/1996 0:00;12.11;9.41;23.95;6.07
22/08/1996 0:00;11.93;9.48;24.03;6.14
23/08/1996 0:00;12.04;9.6;24.11;6.05
26/08/1996 0:00;11.88;9.59;24.01;6.03
27/08/1996 0:00;11.88;9.69;23.85;6.13
28/08/1996 0:00;11.97;9.67;24.54;6.17
29/08/1996 0:00;11.76;9.49;24.57;6.1
30/08/1996 0:00;11.74;9.31;24.41;6.02
03/09/1996 0:00;11.88;9.42;24.59;6.06
04/09/1996 0:00;12.0;9.44;24.46;6.06
05/09/1996 0:00;11.9;9.32;24.14;5.97
06/09/1996 0:00;11.74;9.49;24.65;6.02
09/09/1996 0:00;11.83;9.59;25.1;6.13
10/09/1996 0:00;11.69;9.63;25.21;6.11
11/09/1996 0:00;11.57;9.63;25.18;6.15
12/09/1996 0:00;11.69;9.74;25.02;6.32
13/09/1996 0:00;11.71;9.9;26.06;6.43
16/09/1996 0:00;12.0;9.9;26.19;6.46
17/09/1996 0:00;11.93;9.74;26.38;6.58
18/09/1996 0:00;11.86;9.77;26.57;6.7
19/09/1996 0:00;11.62;9.84;26.35;6.77
20/09/1996 0:00;11.43;9.98;26.25;6.78
23/09/1996 0:00;11.1;9.91;26.51;6.77
24/09/1996 0:00;11.05;10.07;26.49;6.72
25/09/1996 0:00;11.19;10.25;26.99;6.66
26/09/1996 0:00;11.15;10.17;26.54;6.48
27/09/1996 0:00;11.12;10.3;26.62;6.6
30/09/1996 0:00;11.15;10.24;26.57;6.48
01/10/1996 0:00;11.36;10.2;26.41;6.49
02/10/1996 0:00;11.48;10.34;26.86;6.62
03/10/1996 0:00;11.41;10.34;26.67;6.58
04/10/1996 0:00;11.34;10.53;27.02;6.7
07/10/1996 0:00;11.03;10.6;27.29;6.75
08/10/1996 0:00;10.65;10.51;27.4;6.65
09/10/1996 0:00;10.56;10.45;26.94;6.61
10/10/1996 0:00;10.98;10.36;27.26;6.57
11/10/1996 0:00;11.03;10.62;27.72;6.74
14/10/1996 0:00;11.03;10.69;27.74;6.71
15/10/1996 0:00;11.12;10.72;27.63;6.82
16/10/1996 0:00;11.1;10.69;27.23;6.78
17/10/1996 0:00;11.31;10.71;26.81;6.66
18/10/1996 0:00;11.27;10.71;27.61;6.62
21/10/1996 0:00;11.24;10.78;27.77;6.58
22/10/1996 0:00;11.05;10.76;27.1;6.51
23/10/1996 0:00;10.96;10.86;27.58;6.61
24/10/1996 0:00;11.31;10.82;27.18;6.71
25/10/1996 0:00;11.29;10.79;26.99;6.7
28/10/1996 0:00;11.24;10.69;27.18;6.71
29/10/1996 0:00;11.41;10.81;26.81;6.65
30/10/1996 0:00;11.26;10.81;26.97;6.69
31/10/1996 0:00;11.14;10.89;27.53;6.74
01/11/1996 0:00;11.28;10.88;27.21;6.75
04/11/1996 0:00;11.21;10.96;27.47;6.78
05/11/1996 0:00;11.38;11.12;27.79;6.95
06/11/1996 0:00;11.38;11.44;28.54;7.1
07/11/1996 0:00;11.38;11.57;28.62;7.05
08/11/1996 0:00;11.4;11.5;28.75;7.05
11/11/1996 0:00;11.35;11.48;28.78;7.05
12/11/1996 0:00;11.64;11.47;28.51;6.96
13/11/1996 0:00;11.59;11.66;28.83;7.12
14/11/1996 0:00;11.71;11.82;29.29;7.35
15/11/1996 0:00;11.68;11.74;31.03;7.32
18/11/1996 0:00;11.78;11.64;31.4;7.39
19/11/1996 0:00;11.73;11.59;32.98;7.66
20/11/1996 0:00;12.06;11.57;32.66;7.53
21/11/1996 0:00;11.85;11.44;32.98;7.39
22/11/1996 0:00;11.85;11.37;33.91;7.39
25/11/1996 0:00;12.02;11.68;33.73;7.54
26/11/1996 0:00;12.04;11.48;33.81;7.55
27/11/1996 0:00;12.04;11.54;33.83;7.64
29/11/1996 0:00;12.09;11.71;34.1;7.71
02/12/1996 0:00;12.11;11.62;34.88;7.75
03/12/1996 0:00;11.99;11.17;34.8;7.6
04/12/1996 0:00;11.87;11.13;34.66;7.53
05/12/1996 0:00;12.23;10.99;33.91;7.51
06/12/1996 0:00;11.95;11.02;33.3;7.51
09/12/1996 0:00;11.99;11.09;34.23;8.03
10/12/1996 0:00;12.25;11.05;33.75;8.04
11/12/1996 0:00;12.09;10.92;33.41;8.19
12/12/1996 0:00;12.14;10.89;32.44;7.96
13/12/1996 0:00;11.97;10.89;32.71;7.86
16/12/1996 0:00;11.8;10.71;31.8;7.54
17/12/1996 0:00;11.66;10.99;32.5;7.85
18/12/1996 0:00;11.57;11.17;33.94;8.12
19/12/1996 0:00;11.95;11.57;33.83;8.34
20/12/1996 0:00;12.04;11.51;33.09;8.21
23/12/1996 0:00;11.76;11.37;33.0;8.23
24/12/1996 0:00;11.76;11.48;33.33;8.34
26/12/1996 0:00;11.83;11.62;33.33;8.4
27/12/1996 0:00;11.83;11.6;33.19;8.28
30/12/1996 0:00;12.02;11.5;32.87;8.2
31/12/1996 0:00;12.11;11.19;32.42;8.12
02/01/1997 0:00;12.37;11.04;32.79;8.02
03/01/1997 0:00;12.92;11.21;34.05;8.31
06/01/1997 0:00;12.89;11.2;34.5;8.29
07/01/1997 0:00;12.82;11.43;34.96;8.35
08/01/1997 0:00;12.8;11.27;34.21;8.19
09/01/1997 0:00;13.23;11.44;34.64;8.09
10/01/1997 0:00;13.54;11.47;34.88;8.28
13/01/1997 0:00;13.44;11.68;35.06;8.23
14/01/1997 0:00;13.51;11.84;35.74;8.39
15/01/1997 0:00;13.49;11.64;35.23;8.31
16/01/1997 0:00;13.61;11.48;35.41;8.45
17/01/1997 0:00;13.87;11.72;35.36;8.56
20/01/1997 0:00;13.77;11.88;35.73;8.91
21/01/1997 0:00;13.42;11.94;35.95;9.33
22/01/1997 0:00;13.13;12.15;33.81;9.56
23/01/1997 0:00;12.78;11.78;32.47;9.31
24/01/1997 0:00;12.87;11.53;32.2;9.42
27/01/1997 0:00;12.66;11.36;31.19;9.44
28/01/1997 0:00;12.92;11.38;32.26;9.39
29/01/1997 0:00;13.01;11.72;33.46;9.55
30/01/1997 0:00;13.16;11.95;33.65;9.93
31/01/1997 0:00;13.11;11.71;33.57;10.02
03/02/1997 0:00;13.08;11.91;33.14;10.06
04/02/1997 0:00;12.97;11.75;32.87;10.13
05/02/1997 0:00;12.82;11.65;31.83;9.66
06/02/1997 0:00;12.72;11.77;31.31;9.54
07/02/1997 0:00;12.89;11.88;31.9;9.86
10/02/1997 0:00;12.7;11.75;30.62;9.6
11/02/1997 0:00;12.72;11.84;31.15;9.68
12/02/1997 0:00;12.77;11.98;31.1;9.81
13/02/1997 0:00;12.89;12.13;31.39;9.82
14/02/1997 0:00;13.2;12.03;31.1;9.61
18/02/1997 0:00;13.39;12.16;31.15;9.56
19/02/1997 0:00;13.56;12.16;30.8;9.58
20/02/1997 0:00;13.51;11.96;30.29;9.36
