date;AA;GE;IBM;MSFT
10/05/2001 0:00;34.04;35.86;101.09;27.5
11/05/2001 0:00;32.71;35.27;98.12;27.27
14/05/2001 0:00;33.55;35.79;98.77;27.0
15/05/2001 0:00;34.11;36.09;99.67;26.83
16/05/2001 0:00;36.15;37.57;101.62;27.17
17/05/2001 0:00;36.36;37.5;100.98;26.79
18/05/2001 0:00;36.51;38.13;103.06;26.75
21/05/2001 0:00;36.84;38.43;104.46;27.03
22/05/2001 0:00;35.41;37.91;103.56;27.63
23/05/2001 0:00;35.4;36.95;103.02;27.39
24/05/2001 0:00;34.53;36.99;104.95;28.18
25/05/2001 0:00;35.06;35.95;103.37;27.86
29/05/2001 0:00;35.3;35.74;101.15;27.64
30/05/2001 0:00;34.41;35.28;98.85;27.19
31/05/2001 0:00;35.05;35.26;98.11;27.18
01/06/2001 0:00;35.35;35.26;99.06;27.64
04/06/2001 0:00;35.54;35.59;99.72;27.81
05/06/2001 0:00;36.42;35.39;102.64;28.53
06/06/2001 0:00;35.73;35.08;103.11;28.43
07/06/2001 0:00;35.36;35.2;102.89;28.95
08/06/2001 0:00;34.95;34.64;101.88;28.76
11/06/2001 0:00;34.23;34.11;102.99;28.34
12/06/2001 0:00;32.9;35.1;102.89;28.32
13/06/2001 0:00;32.74;34.43;102.27;27.78
14/06/2001 0:00;31.86;35.16;101.57;27.07
15/06/2001 0:00;31.65;35.13;99.69;26.73
18/06/2001 0:00;30.87;35.26;100.27;26.28
19/06/2001 0:00;30.54;35.17;100.77;26.45
20/06/2001 0:00;30.93;36.54;99.24;27.27
21/06/2001 0:00;32.23;36.88;98.81;27.44
22/06/2001 0:00;31.76;37.32;99.05;27.05
25/06/2001 0:00;30.87;36.16;98.85;27.05
26/06/2001 0:00;30.96;35.11;99.2;27.56
27/06/2001 0:00;31.24;34.73;99.62;27.95
28/06/2001 0:00;32.49;35.17;101.0;28.58
29/06/2001 0:00;32.49;35.26;99.6;28.68
02/07/2001 0:00;32.88;36.13;100.34;27.74
03/07/2001 0:00;32.69;35.63;99.14;27.69
05/07/2001 0:00;33.12;34.99;98.37;26.92
06/07/2001 0:00;32.33;33.85;93.46;25.96
09/07/2001 0:00;32.79;33.82;91.89;25.81
10/07/2001 0:00;32.08;33.04;89.47;25.34
11/07/2001 0:00;31.61;32.21;91.13;26.13
12/07/2001 0:00;33.08;33.93;94.11;28.13
13/07/2001 0:00;33.68;34.26;95.24;28.03
16/07/2001 0:00;32.22;33.37;94.61;27.97
17/07/2001 0:00;31.99;33.29;95.24;28.22
18/07/2001 0:00;33.22;33.32;91.51;27.73
19/07/2001 0:00;32.9;33.56;91.26;28.51
20/07/2001 0:00;32.56;33.67;92.75;27.18
23/07/2001 0:00;32.12;32.71;92.89;26.36
24/07/2001 0:00;30.24;31.77;91.71;26.06
25/07/2001 0:00;31.73;31.62;92.04;26.51
26/07/2001 0:00;32.12;31.59;93.02;26.16
27/07/2001 0:00;31.35;32.24;91.88;25.72
30/07/2001 0:00;31.72;31.48;92.89;25.85
31/07/2001 0:00;31.86;31.41;92.32;26.01
01/08/2001 0:00;31.32;30.9;93.95;26.12
02/08/2001 0:00;30.86;30.47;95.47;26.5
03/08/2001 0:00;30.8;30.86;94.93;26.28
06/08/2001 0:00;30.19;29.88;93.46;25.98
07/08/2001 0:00;30.17;30.88;93.24;26.07
08/08/2001 0:00;29.36;30.07;91.55;25.49
09/08/2001 0:00;29.26;30.25;91.45;25.54
10/08/2001 0:00;30.18;30.73;92.22;25.74
13/08/2001 0:00;30.28;30.49;93.02;25.87
14/08/2001 0:00;30.1;30.21;93.32;25.42
15/08/2001 0:00;29.42;30.16;92.27;24.83
16/08/2001 0:00;29.59;30.03;92.92;25.39
17/08/2001 0:00;29.92;29.46;91.9;24.31
20/08/2001 0:00;30.82;29.98;91.47;24.64
21/08/2001 0:00;30.5;29.22;89.53;23.88
22/08/2001 0:00;31.11;29.49;91.35;23.83
23/08/2001 0:00;31.01;29.63;90.5;23.23
24/08/2001 0:00;32.0;30.32;94.01;24.38
27/08/2001 0:00;31.86;30.45;93.9;24.48
28/08/2001 0:00;31.62;29.77;92.22;23.87
29/08/2001 0:00;30.98;29.32;91.5;23.67
30/08/2001 0:00;30.57;29.02;88.18;22.37
31/08/2001 0:00;31.08;29.53;87.82;22.42
04/09/2001 0:00;31.42;29.48;89.18;22.04
05/09/2001 0:00;30.98;30.11;88.18;22.69
06/09/2001 0:00;30.19;29.24;86.11;22.01
07/09/2001 0:00;28.91;28.63;84.87;21.77
10/09/2001 0:00;27.56;28.41;84.77;22.62
17/09/2001 0:00;24.53;25.38;82.02;20.79
18/09/2001 0:00;24.62;24.44;84.7;21.34
19/09/2001 0:00;24.87;23.46;84.35;21.17
20/09/2001 0:00;23.33;21.93;82.07;19.94
21/09/2001 0:00;23.08;22.6;79.52;19.53
24/09/2001 0:00;24.62;25.41;83.3;20.44
25/09/2001 0:00;24.49;25.63;82.99;20.16
26/09/2001 0:00;23.68;25.73;80.22;19.75
27/09/2001 0:00;24.67;26.07;79.08;19.63
28/09/2001 0:00;25.28;26.98;80.59;20.11
01/10/2001 0:00;25.22;27.3;81.46;20.35
02/10/2001 0:00;26.05;27.6;82.39;20.84
03/10/2001 0:00;26.17;27.67;85.19;22.09
04/10/2001 0:00;25.13;27.12;85.5;22.18
05/10/2001 0:00;25.72;27.16;86.13;22.68
08/10/2001 0:00;24.51;26.69;86.55;22.81
09/10/2001 0:00;25.77;26.7;85.35;21.44
10/10/2001 0:00;25.94;27.49;85.45;21.81
11/10/2001 0:00;26.68;28.25;87.34;22.13
12/10/2001 0:00;26.35;28.28;88.61;22.15
15/10/2001 0:00;26.09;28.18;89.63;22.81
16/10/2001 0:00;26.75;27.9;89.49;22.97
17/10/2001 0:00;26.12;26.94;90.42;22.02
18/10/2001 0:00;26.01;27.02;88.98;22.3
19/10/2001 0:00;25.82;27.02;90.2;22.75
22/10/2001 0:00;26.77;27.28;92.48;23.64
23/10/2001 0:00;27.52;27.03;92.97;23.74
24/10/2001 0:00;27.7;26.89;95.4;24.09
25/10/2001 0:00;28.38;27.46;97.23;24.58
26/10/2001 0:00;28.44;28.2;97.67;24.44
29/10/2001 0:00;27.76;27.15;95.44;23.43
30/10/2001 0:00;27.05;26.36;95.47;23.14
31/10/2001 0:00;26.43;26.41;94.96;22.85
01/11/2001 0:00;26.81;27.49;96.56;24.3
02/11/2001 0:00;27.24;27.53;96.22;24.13
05/11/2001 0:00;27.2;28.12;96.63;24.86
06/11/2001 0:00;27.86;28.86;99.83;25.45
07/11/2001 0:00;28.17;28.54;100.16;25.25
08/11/2001 0:00;28.36;29.26;100.13;25.31
09/11/2001 0:00;28.66;29.31;100.36;25.62
12/11/2001 0:00;28.41;28.6;101.05;25.85
13/11/2001 0:00;29.73;29.42;102.67;26.68
14/11/2001 0:00;30.8;29.65;100.6;25.91
15/11/2001 0:00;30.72;30.13;100.95;25.98
16/11/2001 0:00;30.4;29.63;100.73;25.83
19/11/2001 0:00;31.53;29.92;101.17;26.15
20/11/2001 0:00;30.99;29.81;101.56;25.7
21/11/2001 0:00;30.95;29.34;100.59;25.17
23/11/2001 0:00;31.78;29.75;101.48;25.43
26/11/2001 0:00;31.34;29.97;102.34;25.6
27/11/2001 0:00;31.35;29.79;100.47;25.05
28/11/2001 0:00;31.07;28.54;98.67;24.68
29/11/2001 0:00;31.13;28.81;100.67;25.48
30/11/2001 0:00;31.62;27.92;101.69;25.23
03/12/2001 0:00;31.0;26.78;100.41;25.45
04/12/2001 0:00;31.21;27.09;102.62;25.93
05/12/2001 0:00;32.72;27.23;106.8;26.76
06/12/2001 0:00;32.39;27.38;105.69;26.97
07/12/2001 0:00;31.82;26.94;105.92;26.65
10/12/2001 0:00;31.54;26.69;105.27;26.35
11/12/2001 0:00;31.56;26.68;106.89;26.45
12/12/2001 0:00;30.98;26.87;108.39;26.7
13/12/2001 0:00;29.71;26.87;105.79;26.04
14/12/2001 0:00;30.32;27.31;106.54;26.5
17/12/2001 0:00;29.9;27.78;106.75;27.1
18/12/2001 0:00;30.85;28.81;107.51;27.22
19/12/2001 0:00;28.98;29.58;108.99;27.3
20/12/2001 0:00;28.6;29.62;107.95;26.23
21/12/2001 0:00;28.02;29.99;107.33;26.54
24/12/2001 0:00;28.21;29.87;106.85;26.43
26/12/2001 0:00;28.79;29.41;107.68;26.59
27/12/2001 0:00;29.04;29.83;108.65;26.66
28/12/2001 0:00;29.61;29.67;108.12;26.67
31/12/2001 0:00;29.12;29.2;106.42;26.03
02/01/2002 0:00;29.22;29.83;106.89;26.34
03/01/2002 0:00;29.6;29.58;108.79;27.2
04/01/2002 0:00;30.55;29.83;110.5;27.07
07/01/2002 0:00;31.26;28.67;109.13;26.94
08/01/2002 0:00;30.58;28.37;109.71;27.26
09/01/2002 0:00;29.9;28.08;109.52;27.0
10/01/2002 0:00;29.41;28.13;107.45;27.22
11/01/2002 0:00;29.2;27.85;105.84;26.96
14/01/2002 0:00;28.67;27.61;103.86;26.9
15/01/2002 0:00;28.27;28.2;104.56;27.33
16/01/2002 0:00;27.52;27.48;103.28;26.67
17/01/2002 0:00;27.66;28.23;105.48;27.45
18/01/2002 0:00;27.6;28.18;100.51;25.97
22/01/2002 0:00;27.81;27.9;97.21;25.33
23/01/2002 0:00;28.67;27.43;94.93;25.05
24/01/2002 0:00;28.85;27.35;95.65;25.38
25/01/2002 0:00;29.1;27.87;96.14;25.07
28/01/2002 0:00;29.32;27.79;95.15;25.08
29/01/2002 0:00;28.47;26.56;90.62;24.49
30/01/2002 0:00;28.05;26.87;92.86;24.7
31/01/2002 0:00;29.36;27.06;94.92;25.03
01/02/2002 0:00;28.79;26.84;95.01;24.62
04/02/2002 0:00;27.69;25.5;93.96;24.02
05/02/2002 0:00;27.39;26.38;93.52;24.03
06/02/2002 0:00;27.72;26.92;93.93;23.73
07/02/2002 0:00;27.6;27.1;91.54;23.5
08/02/2002 0:00;28.32;27.14;92.49;23.83
11/02/2002 0:00;29.4;27.54;94.59;24.02
12/02/2002 0:00;29.22;27.32;93.88;23.63
13/02/2002 0:00;29.86;27.75;95.2;24.29
14/02/2002 0:00;29.82;27.68;95.04;24.24
15/02/2002 0:00;29.95;27.03;90.64;23.67
19/02/2002 0:00;29.0;26.52;89.24;23.16
20/02/2002 0:00;30.12;27.37;87.48;23.54
21/02/2002 0:00;30.84;27.33;84.9;22.81
22/02/2002 0:00;31.1;27.75;86.73;22.79
25/02/2002 0:00;31.29;28.56;86.59;23.21
26/02/2002 0:00;30.85;28.23;85.58;23.01
27/02/2002 0:00;31.14;28.36;86.18;22.94
28/02/2002 0:00;30.91;28.18;86.44;22.92
01/03/2002 0:00;31.2;28.87;90.75;24.11
04/03/2002 0:00;32.55;29.42;93.29;24.87
05/03/2002 0:00;31.62;29.64;93.09;24.79
06/03/2002 0:00;32.45;30.41;93.64;25.0
07/03/2002 0:00;32.32;29.97;91.36;24.64
08/03/2002 0:00;31.5;29.71;92.58;25.13
11/03/2002 0:00;31.47;30.12;92.71;25.28
12/03/2002 0:00;32.02;30.08;95.58;24.57
13/03/2002 0:00;31.55;29.27;94.42;24.4
14/03/2002 0:00;31.67;29.57;93.91;24.05
15/03/2002 0:00;32.11;29.41;94.07;24.55
18/03/2002 0:00;32.08;29.2;93.69;24.42
19/03/2002 0:00;31.92;29.2;94.69;24.45
20/03/2002 0:00;31.47;28.4;92.94;23.61
21/03/2002 0:00;31.05;27.41;94.07;24.11
22/03/2002 0:00;30.49;27.72;93.03;23.75
25/03/2002 0:00;30.24;27.11;91.23;23.27
26/03/2002 0:00;31.13;27.31;90.65;23.21
27/03/2002 0:00;31.09;27.41;91.08;23.36
28/03/2002 0:00;31.05;27.37;91.62;23.7
01/04/2002 0:00;30.97;27.3;90.61;23.72
02/04/2002 0:00;31.19;27.15;88.93;22.51
03/04/2002 0:00;30.65;26.9;88.06;22.13
04/04/2002 0:00;30.34;27.3;88.83;22.18
05/04/2002 0:00;31.27;27.15;85.67;21.95
08/04/2002 0:00;31.15;26.98;77.0;22.48
09/04/2002 0:00;30.76;26.68;77.29;21.56
10/04/2002 0:00;31.55;27.23;78.41;22.12
11/04/2002 0:00;31.27;24.7;74.16;21.53
12/04/2002 0:00;30.71;24.55;75.41;21.98
15/04/2002 0:00;30.2;23.31;75.19;21.88
16/04/2002 0:00;30.92;24.22;75.94;22.72
17/04/2002 0:00;30.99;24.63;74.71;22.25
18/04/2002 0:00;30.8;24.74;78.36;22.15
19/04/2002 0:00;30.84;24.66;78.4;22.48
22/04/2002 0:00;29.38;24.05;77.46;21.84
23/04/2002 0:00;29.36;24.01;76.93;21.21
24/04/2002 0:00;28.79;23.79;76.2;20.83
25/04/2002 0:00;28.73;23.46;76.38;21.11
26/04/2002 0:00;28.5;23.05;74.62;20.24
29/04/2002 0:00;27.89;22.58;73.9;20.53
30/04/2002 0:00;28.0;23.09;73.79;20.53
01/05/2002 0:00;28.1;23.2;74.26;20.73
02/05/2002 0:00;28.45;23.13;73.87;20.12
03/05/2002 0:00;28.65;23.2;72.04;19.47
06/05/2002 0:00;28.18;22.67;66.95;19.1
07/05/2002 0:00;28.45;22.43;67.39;19.44
08/05/2002 0:00;28.92;24.04;72.77;21.6
09/05/2002 0:00;28.84;23.05;70.55;20.48
10/05/2002 0:00;28.92;22.43;70.33;19.67
13/05/2002 0:00;29.21;22.58;72.55;20.7
14/05/2002 0:00;29.96;23.11;75.45;21.56
15/05/2002 0:00;29.81;22.64;74.58;21.51
16/05/2002 0:00;29.63;23.42;75.42;21.9
17/05/2002 0:00;29.47;24.48;75.63;22.02
20/05/2002 0:00;29.24;23.86;74.54;21.22
21/05/2002 0:00;29.42;23.53;73.66;20.51
22/05/2002 0:00;29.3;23.36;74.14;21.1
23/05/2002 0:00;29.67;24.12;74.45;21.54
24/05/2002 0:00;29.4;23.86;73.35;20.93
28/05/2002 0:00;29.26;23.46;72.45;20.56
29/05/2002 0:00;29.17;22.98;72.02;20.45
30/05/2002 0:00;29.05;22.83;72.6;20.68
31/05/2002 0:00;28.91;22.79;71.01;20.0
03/06/2002 0:00;28.09;22.04;68.94;19.42
04/06/2002 0:00;27.62;21.99;70.0;19.64
05/06/2002 0:00;27.6;22.07;71.1;20.3
06/06/2002 0:00;26.53;21.44;70.31;20.39
07/06/2002 0:00;26.28;22.1;69.11;20.42
10/06/2002 0:00;26.4;21.92;67.79;20.75
11/06/2002 0:00;25.93;21.52;66.63;20.66
12/06/2002 0:00;26.49;22.21;65.89;21.82
13/06/2002 0:00;26.38;21.85;66.73;21.3
14/06/2002 0:00;25.92;21.74;67.23;21.71
17/06/2002 0:00;26.1;22.33;68.09;21.88
18/06/2002 0:00;26.45;22.8;67.03;22.0
19/06/2002 0:00;25.88;22.21;64.74;21.36
20/06/2002 0:00;25.78;21.74;63.18;21.26
21/06/2002 0:00;25.25;21.19;60.68;20.54
24/06/2002 0:00;25.45;21.66;61.52;21.28
25/06/2002 0:00;25.73;21.15;60.55;20.81
26/06/2002 0:00;25.91;21.73;61.83;21.27
27/06/2002 0:00;26.43;22.02;63.46;21.58
28/06/2002 0:00;27.4;21.39;63.55;21.49
01/07/2002 0:00;27.27;20.95;59.67;20.69
02/07/2002 0:00;26.66;20.69;60.53;20.21
03/07/2002 0:00;26.82;20.55;62.24;20.37
05/07/2002 0:00;27.59;21.87;64.88;21.55
08/07/2002 0:00;26.86;21.67;62.93;20.79
09/07/2002 0:00;26.41;20.84;61.49;20.91
10/07/2002 0:00;25.12;19.92;60.69;20.53
11/07/2002 0:00;25.09;20.14;61.27;20.79
12/07/2002 0:00;24.89;21.06;61.09;20.38
15/07/2002 0:00;24.13;20.8;62.67;20.35
16/07/2002 0:00;23.77;20.29;60.91;20.14
17/07/2002 0:00;23.85;20.8;62.39;20.43
18/07/2002 0:00;23.33;20.4;63.6;20.08
19/07/2002 0:00;22.31;19.53;63.55;19.47
22/07/2002 0:00;20.54;18.9;60.46;18.67
23/07/2002 0:00;19.67;18.26;59.18;16.9
24/07/2002 0:00;20.61;19.54;61.38;18.16
25/07/2002 0:00;20.0;19.63;61.21;16.83
26/07/2002 0:00;21.16;20.47;58.61;17.82
29/07/2002 0:00;22.6;22.43;62.83;18.96
30/07/2002 0:00;21.59;23.27;63.37;18.9
31/07/2002 0:00;22.48;23.71;62.14;18.85
01/08/2002 0:00;21.85;23.12;60.24;17.98
02/08/2002 0:00;21.2;21.73;59.91;17.45
05/08/2002 0:00;20.03;20.84;58.25;17.28
06/08/2002 0:00;20.75;21.84;59.93;17.94
07/08/2002 0:00;20.97;22.65;61.19;18.5
08/08/2002 0:00;21.25;23.53;63.35;19.22
09/08/2002 0:00;21.78;23.86;63.54;18.91
12/08/2002 0:00;21.69;23.75;63.49;19.05
13/08/2002 0:00;21.05;22.79;63.6;18.49
14/08/2002 0:00;20.57;23.49;66.27;19.53
15/08/2002 0:00;21.14;23.78;67.67;19.56
16/08/2002 0:00;20.59;23.24;70.19;19.65
19/08/2002 0:00;21.7;24.22;72.97;20.43
20/08/2002 0:00;21.44;23.75;71.89;20.05
21/08/2002 0:00;22.46;23.79;71.65;20.54
22/08/2002 0:00;22.9;24.08;72.53;20.92
23/08/2002 0:00;22.33;23.75;71.12;20.52
26/08/2002 0:00;22.5;23.62;70.26;20.47
27/08/2002 0:00;22.19;23.53;68.96;19.98
28/08/2002 0:00;20.84;23.05;67.28;19.4
29/08/2002 0:00;20.51;22.35;67.78;19.87
30/08/2002 0:00;20.85;22.2;66.68;19.28
03/09/2002 0:00;19.55;20.96;64.0;18.48
04/09/2002 0:00;19.23;21.14;65.22;18.94
05/09/2002 0:00;18.41;20.62;63.85;18.04
06/09/2002 0:00;18.78;20.84;64.75;18.79
09/09/2002 0:00;19.37;21.2;65.9;19.14
10/09/2002 0:00;19.75;21.42;66.88;19.56
11/09/2002 0:00;19.84;21.36;65.64;19.09
12/09/2002 0:00;18.93;20.62;63.58;18.53
13/09/2002 0:00;18.28;19.92;64.13;18.83
16/09/2002 0:00;18.53;20.55;63.97;18.77
17/09/2002 0:00;17.89;20.4;63.47;18.58
18/09/2002 0:00;17.4;20.14;61.52;18.76
19/09/2002 0:00;16.72;19.55;57.32;18.55
20/09/2002 0:00;17.55;19.7;56.54;18.65
23/09/2002 0:00;16.88;19.44;56.06;17.77
24/09/2002 0:00;16.27;19.07;52.86;17.93
25/09/2002 0:00;16.61;20.02;55.74;18.28
26/09/2002 0:00;16.62;19.57;54.86;18.15
27/09/2002 0:00;16.04;18.15;53.39;17.78
30/09/2002 0:00;16.04;18.28;51.58;17.19
01/10/2002 0:00;17.25;19.43;54.11;18.16
02/10/2002 0:00;16.91;18.39;52.75;17.92
03/10/2002 0:00;16.71;18.26;53.08;17.6
04/10/2002 0:00;15.88;17.81;50.07;17.2
07/10/2002 0:00;15.49;17.02;50.3;17.31
08/10/2002 0:00;15.39;17.32;50.47;17.68
09/10/2002 0:00;14.99;16.32;48.72;17.28
10/10/2002 0:00;15.5;16.76;50.94;18.22
11/10/2002 0:00;16.91;17.95;56.54;19.2
14/10/2002 0:00;16.79;18.06;56.1;19.37
15/10/2002 0:00;18.0;19.43;60.58;20.55
16/10/2002 0:00;17.6;18.99;57.41;19.81
17/10/2002 0:00;18.7;19.94;63.87;19.95
18/10/2002 0:00;18.97;19.76;65.68;20.88
21/10/2002 0:00;19.72;20.13;66.83;20.63
22/10/2002 0:00;19.4;20.08;65.89;20.3
23/10/2002 0:00;18.78;19.95;65.99;20.9
24/10/2002 0:00;18.86;19.28;63.78;20.13
25/10/2002 0:00;19.34;19.46;65.96;20.7
28/10/2002 0:00;18.92;19.47;67.73;20.41
29/10/2002 0:00;18.59;19.17;67.88;20.46
30/10/2002 0:00;18.95;18.65;69.59;20.87
31/10/2002 0:00;18.34;18.73;69.83;21.01
01/11/2002 0:00;19.16;19.28;71.12;20.83
04/11/2002 0:00;19.55;19.65;72.98;22.04
05/11/2002 0:00;19.42;19.65;72.25;22.27
06/11/2002 0:00;19.95;19.73;72.26;22.41
07/11/2002 0:00;19.63;19.36;69.97;22.01
08/11/2002 0:00;19.45;18.61;68.76;21.65
11/11/2002 0:00;18.74;17.95;68.5;21.16
12/11/2002 0:00;19.18;17.69;70.15;21.42
13/11/2002 0:00;18.7;17.87;70.32;21.75
14/11/2002 0:00;19.48;18.17;71.54;22.39
15/11/2002 0:00;19.18;17.69;70.91;22.27
18/11/2002 0:00;19.04;17.5;70.17;21.94
19/11/2002 0:00;18.86;17.72;69.45;21.56
20/11/2002 0:00;19.02;18.39;72.33;22.25
21/11/2002 0:00;20.67;19.91;75.24;22.73
22/11/2002 0:00;20.5;19.62;74.82;22.88
25/11/2002 0:00;20.54;19.88;76.39;22.88
26/11/2002 0:00;20.5;19.54;75.38;22.36
27/11/2002 0:00;21.31;20.13;77.72;22.82
29/11/2002 0:00;21.37;20.11;77.03;22.66
02/12/2002 0:00;21.4;20.17;77.37;22.67
03/12/2002 0:00;20.72;19.84;75.52;22.28
04/12/2002 0:00;20.35;19.67;74.17;22.22
05/12/2002 0:00;20.02;19.13;73.61;21.74
06/12/2002 0:00;20.01;19.32;72.95;21.8
09/12/2002 0:00;19.26;18.91;70.54;21.03
10/12/2002 0:00;19.25;19.23;71.61;21.22
11/12/2002 0:00;18.98;19.39;72.18;21.48
12/12/2002 0:00;19.45;19.21;71.05;21.28
13/12/2002 0:00;19.27;18.91;70.9;20.63
16/12/2002 0:00;20.2;19.6;72.33;21.41
17/12/2002 0:00;19.99;19.28;71.17;21.36
18/12/2002 0:00;19.39;19.03;70.13;21.03
19/12/2002 0:00;19.24;18.84;69.71;20.87
20/12/2002 0:00;19.95;19.24;70.71;20.84
23/12/2002 0:00;19.59;19.08;71.13;21.22
24/12/2002 0:00;19.27;18.79;70.69;21.15
26/12/2002 0:00;19.29;18.76;69.57;20.98
27/12/2002 0:00;18.86;18.46;68.56;20.81
30/12/2002 0:00;19.02;18.31;67.58;20.73
31/12/2002 0:00;19.06;18.19;68.68;20.31
02/01/2003 0:00;19.7;19.04;71.4;21.11
03/01/2003 0:00;19.91;18.98;72.36;21.14
06/01/2003 0:00;20.4;19.47;74.08;21.52
07/01/2003 0:00;20.4;19.35;76.22;21.93
08/01/2003 0:00;18.28;19.05;74.61;21.31
09/01/2003 0:00;18.82;19.35;77.1;21.93
10/01/2003 0:00;19.07;19.17;77.71;21.97
13/01/2003 0:00;19.13;19.16;77.55;22.16
14/01/2003 0:00;19.37;19.21;78.5;22.39
15/01/2003 0:00;18.57;18.82;77.63;22.11
16/01/2003 0:00;18.5;18.7;76.26;21.75
17/01/2003 0:00;18.53;18.59;72.05;20.22
21/01/2003 0:00;17.68;17.98;71.38;20.17
22/01/2003 0:00;17.4;17.6;70.63;20.04
23/01/2003 0:00;18.15;17.9;71.83;20.54
24/01/2003 0:00;17.33;17.23;70.0;19.59
27/01/2003 0:00;16.86;17.22;69.5;19.32
28/01/2003 0:00;16.95;17.3;71.0;19.18
29/01/2003 0:00;17.02;17.21;71.18;19.61
30/01/2003 0:00;16.62;16.85;69.39;18.95
31/01/2003 0:00;16.54;17.29;69.3;18.65
03/02/2003 0:00;16.69;17.67;69.29;19.08
04/02/2003 0:00;16.16;17.22;68.32;18.59
05/02/2003 0:00;16.73;17.19;68.47;18.45
06/02/2003 0:00;16.41;17.1;68.83;18.63
07/02/2003 0:00;16.52;16.96;68.46;18.3
10/02/2003 0:00;16.69;16.91;69.18;18.62
11/02/2003 0:00;16.7;16.81;68.72;18.25
12/02/2003 0:00;16.67;16.63;67.93;18.25
13/02/2003 0:00;16.69;16.57;67.36;18.46
14/02/2003 0:00;16.9;16.8;68.77;18.98
18/02/2003 0:00;17.66;17.12;70.44;19.61
19/02/2003 0:00;17.31;17.45;70.6;19.34
20/02/2003 0:00;17.07;17.45;70.28;19.03
21/02/2003 0:00;17.51;17.78;70.99;19.42
24/02/2003 0:00;16.82;17.5;69.76;18.98
25/02/2003 0:00;17.15;17.92;70.21;19.07
26/02/2003 0:00;17.1;17.6;68.73;18.61
27/02/2003 0:00;17.26;18.0;68.62;18.59
28/02/2003 0:00;17.28;18.11;69.22;18.68
03/03/2003 0:00;17.23;18.0;68.67;18.56
04/03/2003 0:00;16.85;17.62;68.11;18.19
05/03/2003 0:00;16.87;17.93;69.02;18.48
06/03/2003 0:00;16.2;18.04;68.44;18.35
07/03/2003 0:00;16.13;18.3;69.17;18.57
10/03/2003 0:00;15.85;17.78;67.22;18.09
11/03/2003 0:00;15.66;17.59;66.91;17.98
12/03/2003 0:00;15.91;17.93;66.76;18.44
13/03/2003 0:00;16.76;18.99;69.66;19.45
14/03/2003 0:00;16.81;19.32;70.15;19.6
17/03/2003 0:00;17.55;19.79;73.22;20.44
18/03/2003 0:00;17.82;19.88;73.23;20.53
19/03/2003 0:00;17.92;20.32;72.81;20.75
20/03/2003 0:00;17.87;20.22;72.99;20.69
21/03/2003 0:00;18.45;21.09;75.39;20.95
24/03/2003 0:00;17.56;20.13;73.03;19.94
25/03/2003 0:00;17.98;20.32;74.1;20.1
26/03/2003 0:00;17.52;20.03;72.41;19.91
27/03/2003 0:00;17.06;19.91;72.32;19.74
28/03/2003 0:00;17.2;19.61;71.79;19.45
31/03/2003 0:00;16.34;19.21;69.64;19.09
01/04/2003 0:00;16.36;19.68;69.91;19.2
02/04/2003 0:00;16.95;20.37;72.33;20.28
03/04/2003 0:00;16.79;20.75;72.73;20.29
04/04/2003 0:00;16.9;20.81;71.74;19.78
07/04/2003 0:00;18.24;20.91;71.45;19.84
08/04/2003 0:00;18.19;21.13;71.1;20.17
09/04/2003 0:00;18.04;20.56;69.89;19.37
10/04/2003 0:00;17.92;20.62;70.16;19.39
11/04/2003 0:00;17.94;20.83;69.93;19.08
14/04/2003 0:00;18.59;20.91;71.1;19.52
15/04/2003 0:00;19.05;21.32;73.51;19.39
16/04/2003 0:00;18.86;20.96;73.59;19.65
17/04/2003 0:00;19.15;21.46;74.82;20.1
21/04/2003 0:00;19.18;21.21;74.02;19.88
22/04/2003 0:00;19.12;21.84;76.04;20.31
23/04/2003 0:00;19.15;22.14;76.14;20.28
24/04/2003 0:00;18.56;21.92;75.65;20.1
25/04/2003 0:00;18.48;21.93;74.48;19.88
28/04/2003 0:00;18.94;22.23;75.58;20.29
29/04/2003 0:00;19.15;22.14;76.06;20.34
30/04/2003 0:00;19.46;22.18;75.39;20.16
01/05/2003 0:00;19.34;21.92;76.27;20.28
02/05/2003 0:00;19.59;21.9;77.76;20.58
05/05/2003 0:00;19.67;21.71;76.83;20.39
06/05/2003 0:00;19.72;21.93;77.71;20.79
07/05/2003 0:00;19.57;21.73;77.11;20.49
08/05/2003 0:00;19.3;21.44;76.55;20.29
09/05/2003 0:00;19.6;21.84;77.88;20.78
12/05/2003 0:00;19.75;21.82;79.17;20.66
13/05/2003 0:00;19.49;21.5;80.04;20.49
14/05/2003 0:00;19.27;21.55;78.91;20.2
15/05/2003 0:00;19.31;21.45;79.97;20.33
16/05/2003 0:00;19.29;20.98;79.16;20.16
19/05/2003 0:00;18.65;20.75;76.9;19.52
20/05/2003 0:00;18.8;20.89;76.3;19.42
21/05/2003 0:00;19.45;20.79;76.66;18.94
22/05/2003 0:00;20.13;20.89;76.58;19.05
23/05/2003 0:00;20.23;20.82;75.85;19.09
27/05/2003 0:00;20.72;21.32;78.01;19.54
28/05/2003 0:00;20.67;21.29;77.9;19.24
29/05/2003 0:00;20.39;21.28;77.71;19.24
30/05/2003 0:00;20.89;21.62;78.32;19.4
02/06/2003 0:00;21.47;21.84;77.69;19.43
03/06/2003 0:00;21.28;21.88;74.57;19.61
04/06/2003 0:00;22.05;22.11;74.95;19.61
